seller-sku	fulfillment-channel-sku	asin	condition-type	Warehouse-Condition-code	Quantity Available
AAA_d15380ea-aec6-4a81-b615-f	X001LMWGWR	0198140983	UsedLikeNew	SELLABLE	0
AAA_d0fa3daa-6b9c-48b8-9424-8	X001LMBHFT	0470635207	UsedLikeNew	SELLABLE	0
AAA_d101e1c0-77cb-4c94-809b-9	X001LLYUQ3	1845848594	UsedLikeNew	SELLABLE	0
AAA_d203904a-b579-43b8-b511-9	X001LLEISX	0521867967	UsedLikeNew	SELLABLE	0
AAA_d23d98ba-10b0-410c-9971-1	X001LMXZ9F	1421400170	UsedLikeNew	SELLABLE	0
AAA_d1a27402-e69e-4708-afd8-0	X001LKLWVZ	0075840944	UsedLikeNew	SELLABLE	0
AAA_d2358989-8c0c-442d-89ec-3	X001LKJWCL	1563926997	UsedLikeNew	SELLABLE	0
AAA_d147856c-e7d4-452b-8fd1-1	X001LNTBOH	0205651712	UsedLikeNew	SELLABLE	0
AAA_d147d905-5800-4305-867e-5	X001LLJC89	013193645X	UsedLikeNew	SELLABLE	0
AAA_d1807161-ce40-4517-b3ec-e	X001LLVEJJ	0558713580	UsedLikeNew	SELLABLE	0
AAA_d1bf9b62-17d7-46cb-9a5c-d	X001LLRXL7	031243829X	UsedLikeNew	SELLABLE	0
AAA_d1f8a30f-8bee-4255-a17c-f	X001LKUPEF	0824813723	UsedLikeNew	SELLABLE	0
AAA_d1d7cb27-ba20-496a-ba80-0	X001LL0UJJ	0804762198	UsedLikeNew	SELLABLE	0
AAA_d1730af1-9cc9-4b43-b5eb-7	X001LM0H2N	0393710955	UsedLikeNew	SELLABLE	0
AAA_d1a924f6-424a-40d2-b20c-8	X001LM3M3J	1600325807	UsedLikeNew	SELLABLE	0
AAA_d1ec0139-21d5-49dc-a51b-d	X001LMDDXX	0971424489	UsedLikeNew	SELLABLE	0
AAA_d0ebd121-f19d-4865-8fb7-7	X001LOHW01	0838577016	UsedLikeNew	SELLABLE	0
AAA_d232f4bc-01ed-414a-9bd8-3	X001LLH93J	0393073726	UsedLikeNew	SELLABLE	0
AAA_d0cc2161-808e-40f0-91d2-b	X001LLY8W9	0226497240	UsedLikeNew	SELLABLE	0
AAA_d0eb4250-8f80-4c92-87c3-c	X001LMNY2X	1259737578	UsedLikeNew	SELLABLE	0
AAA_d1b22b56-777d-4fc7-9dd0-a	X001LML91V	0674001893	UsedLikeNew	SELLABLE	0
AAA_d27e52cd-3bd0-48f7-aed9-9	X001LLP48V	0205769063	UsedLikeNew	SELLABLE	0
AAA_d1581da8-68e1-4b32-89c1-c	X001LLFCEH	1457303221	UsedLikeNew	SELLABLE	0
AAA_d21848db-84ee-4a36-8208-3	X001LLVRJV	0415957842	UsedLikeNew	SELLABLE	0
AAA_d21e86ce-1bc2-4d4f-8b2f-3	X001LKXZ0B	0806113472	UsedLikeNew	SELLABLE	0
AAA_d23208c6-527b-47c5-9511-8	X001LMBD5X	0895552140	UsedLikeNew	SELLABLE	0
AAA_d0ee09e2-d80b-4e8c-ac18-c	X001LLU1DT	1937707377	UsedLikeNew	SELLABLE	0
AAA_d1e55f3c-f5a5-4fa9-8a2e-5	X001LL2YLB	0262561271	UsedLikeNew	SELLABLE	0
AAA_d292df9d-1511-45d8-9402-8	X001LMKNF9	0618376798	UsedLikeNew	SELLABLE	0
AAA_d12fc47f-518d-4e7b-8d5d-7	X001LMTHGF	1423220781	UsedLikeNew	SELLABLE	0
AAA_d2709a04-e88a-40b8-b4b5-8	X001LLRVMN	1446276163	UsedLikeNew	SELLABLE	0
AAA_d21d7ee9-426f-4de9-bb19-6	X001LLPWN3	0253217490	UsedLikeNew	SELLABLE	0
AAA_d20e5b70-48c0-4832-99d8-4	X001LL7ZU1	0674024168	UsedLikeNew	SELLABLE	0
AAA_d27f507a-5b30-4957-89a4-0	X001LMNKP9	0071496297	UsedLikeNew	SELLABLE	0
AAA_d0e80893-bf6b-42cc-a378-4	X001LJW26F	067402169X	UsedLikeNew	SELLABLE	0
AAA_d0c7f666-7119-4940-846b-9	X001LLWCXB	0230232302	UsedLikeNew	SELLABLE	0
AAA_d1727675-b870-40af-b731-e	X001LLIYFB	0764119907	UsedLikeNew	SELLABLE	0
AAA_d1bd3ec1-e948-4a2d-a048-c	X001LKUHUH	0415601991	UsedLikeNew	SELLABLE	0
AAA_d253171a-541b-474b-a842-f	X001LML907	1937661369	UsedLikeNew	SELLABLE	0
AAA_d2563905-0f0c-470e-bda5-3	X001LMJKRB	0394588010	UsedLikeNew	SELLABLE	0
AAA_d1b9836d-125f-4c81-8d74-2	X001LKUPE5	1883319080	UsedLikeNew	SELLABLE	0
AAA_d14303a5-35c3-45eb-b25a-1	X001LJVUXL	0190459379	UsedLikeNew	SELLABLE	0
AAA_d2412639-df41-4123-8e1a-c	X001LL20AB	0415153891	UsedLikeNew	SELLABLE	0
AAA_d19a0c92-28b3-41dd-af41-7	X001LM8K81	0073405477	UsedLikeNew	SELLABLE	0
AAA_d1d570fe-56a2-4e75-9330-8	X001LL3J0V	0853301174	UsedLikeNew	SELLABLE	0
AAA_d1b40df9-fd6b-492f-bc7e-5	X001LMDA6X	0201029006	UsedLikeNew	SELLABLE	0
AAA_d241d9c0-9cc7-4219-877d-0	X001LMYPNZ	0070501653	UsedLikeNew	SELLABLE	0
AAA_d101fd38-ff5c-4310-af27-c	X001LMW8EN	1455700843	UsedLikeNew	SELLABLE	0
AAA_d1e6de36-55f6-47c0-a325-6	X001LMQVBJ	0199119937	UsedLikeNew	SELLABLE	0
AAA_d0c5c0aa-4cd8-4ac4-b16d-4	X001LM1RZ9	0606368868	UsedLikeNew	SELLABLE	0
AAA_d1690b5d-81ee-4bf1-afea-8	X001LMMB5T	0521585287	UsedLikeNew	SELLABLE	0
AAA_d12be0f6-e746-468c-b4df-8	X001LLC0TH	0674903463	UsedLikeNew	SELLABLE	0
AAA_d215efa6-fb36-4dc3-9018-e	X001LMQC3V	0071637893	UsedLikeNew	SELLABLE	0
AAA_d14e5ec5-d956-4d52-99d3-9	X001LKDW9P	0195389417	UsedLikeNew	SELLABLE	0
AAA_d0ee89f2-2e00-4078-8e59-d	X001LM4OA9	0028251784	UsedLikeNew	SELLABLE	0
AAA_d1bee716-c277-4a69-92d5-4	X001LLA8SH	1945424028	UsedLikeNew	SELLABLE	0
AAA_d27e496e-9110-409d-b60a-4	X001LMRIDT	0936185414	UsedLikeNew	SELLABLE	0
AAA_d25d860c-102e-4d47-9cf9-f	X001LLIXJD	0071750193	UsedLikeNew	SELLABLE	0
AAA_d1fe438c-95af-4b50-bb4e-b	X001LM657T	0670038636	UsedLikeNew	SELLABLE	0
AAA_d2537dc1-7316-4c43-9715-1	X001LLFXBT	0735626901	UsedLikeNew	SELLABLE	0
AAA_d1de4e3d-1df0-42d0-b853-2	X001LL4MRP	0393078264	UsedLikeNew	SELLABLE	0
AAA_d19f4f8b-9970-4020-a38e-8	X001LMCZ2D	0702049476	UsedLikeNew	SELLABLE	0
AAA_d14cbc7b-89df-4a1d-a99b-6	X001LLW7NV	1608445577	UsedLikeNew	SELLABLE	0
AAA_d27975ed-f15d-4472-a6d8-f	X001LLJ11H	143540033X	UsedLikeNew	SELLABLE	0
AAA_d112d77d-12ca-43d9-9fd6-d	X001LN03S5	0312593325	UsedLikeNew	SELLABLE	0
AAA_d21b3db9-27d5-4629-9e02-a	X001LLJLFX	0764139738	UsedLikeNew	SELLABLE	0
AAA_d14debc9-3225-496a-a0f2-4	X001LMD20H	0941051218	UsedLikeNew	SELLABLE	0
AAA_d3a20f17-ea45-4a2a-9a71-0	X001LLLKUH	0521716039	UsedLikeNew	SELLABLE	0
AAA_d43cb81f-62aa-4cf6-9aff-5	X001LMBHA9	0521567815	UsedLikeNew	SELLABLE	0
AAA_d3da91e6-822f-40cf-b354-6	X001LLVNV3	052154839X	UsedLikeNew	SELLABLE	0
AAA_d44335b8-2eb9-4b3a-89ca-9	X001LJYFTH	1626230366	UsedLikeNew	SELLABLE	0
AAA_d402eb19-63b5-4f9e-a341-6	X001LLE7RF	0471012734	UsedLikeNew	SELLABLE	0
AAA_d33dd478-001f-4221-91f0-9	X001LLVWOL	1119417120	UsedLikeNew	SELLABLE	0
AAA_d3938443-f028-4011-8ef0-f	X001LJX0ST	0201314525	UsedLikeNew	SELLABLE	0
AAA_d3b2ac85-04d9-4ead-910e-6	X001LLWJ2F	1557668728	UsedLikeNew	SELLABLE	0
AAA_d460f02d-3dce-4056-97d2-1	X001LMXKEF	0691086672	UsedLikeNew	SELLABLE	0
AAA_d31b2edb-9409-4a6f-a0c2-6	X001LLUMNX	1479164925	UsedLikeNew	SELLABLE	0
AAA_d341744f-e79d-46b9-b58d-5	X001LK3CBX	0226767779	UsedLikeNew	SELLABLE	0
AAA_d2a32f30-c041-4688-aac8-0	X001LMNPMR	0892872098	UsedLikeNew	SELLABLE	0
AAA_d349daf0-8457-4a42-abee-7	X001LOIBS3	0022800387	UsedLikeNew	SELLABLE	0
AAA_d2dc5677-89e3-49a1-88f2-8	X001LKFBR1	032163537X	UsedLikeNew	SELLABLE	0
AAA_d36583d3-1026-4cd9-b850-0	X001LL76BT	0073228656	UsedLikeNew	SELLABLE	0
AAA_d39eef4c-6347-4835-a949-b	X001LM6R6X	1602773645	UsedLikeNew	SELLABLE	0
AAA_d3ed5bcf-de49-4ccc-9a40-9	X001LKBKWB	0964696924	UsedLikeNew	SELLABLE	0
AAA_d40cb49c-4307-4a77-bd09-e	X001LLU607	0743230493	UsedLikeNew	SELLABLE	0
AAA_d2ae08b4-62be-4ab5-9168-5	X001LL46SF	0130422320	UsedLikeNew	SELLABLE	0
AAA_d2f96a45-00f3-4610-9a73-e	X001LLZZYJ	1442226404	UsedLikeNew	SELLABLE	0
AAA_d44eba26-0d94-4bea-9017-e	X001LMYT2R	0618690107	UsedLikeNew	SELLABLE	0
AAA_d44cb547-91a3-4e0e-9b0b-a	X001LLCKMT	0231174470	UsedLikeNew	SELLABLE	0
AAA_d40fe1ab-6f33-4a95-80b4-a	X001LNXQPH	0789755041	UsedLikeNew	SELLABLE	0
AAA_d35465dc-2c64-49ed-bb8b-7	X001LMY6GL	1521343209	UsedLikeNew	SELLABLE	0
AAA_d3979878-596c-4d7b-bb4b-f	X001LLN2CV	0800792556	UsedLikeNew	SELLABLE	0
AAA_d43dd9af-fe35-4495-9701-5	X001LKW5BV	0198724314	UsedLikeNew	SELLABLE	0
AAA_d2f92d42-e707-4e3e-b0c1-9	X001LNXQPR	0811202259	UsedLikeNew	SELLABLE	0
AAA_d2ef3dc5-9a7a-4223-bca1-6	X001LMOD87	1437723691	UsedLikeNew	SELLABLE	0
AAA_d2db8e79-6a9f-436c-88db-7	X001LK1VLB	193201229X	UsedLikeNew	SELLABLE	0
AAA_d466740d-93fe-411d-b9f4-9	X001LKX4V1	0395240050	UsedLikeNew	SELLABLE	0
AAA_d460c4c0-fea4-4dfd-b662-1	X001LKX4MF	0130150460	UsedLikeNew	SELLABLE	0
AAA_d3833343-9245-474d-9270-d	X001LL1C1T	1851686134	UsedLikeNew	SELLABLE	0
AAA_d2d1328e-81ab-4411-aa06-0	X001LKXCBX	0076052605	UsedLikeNew	SELLABLE	0
AAA_d2a23526-f95f-4c1c-bdee-5	X001LN9RAF	0804845158	UsedLikeNew	SELLABLE	0
AAA_d2d0841a-2a75-46f3-a5b9-8	X001LM49CH	0521667364	UsedLikeNew	SELLABLE	0
AAA_d3e59d91-bbb9-4d8d-8409-9	X001LMGPY7	0132764148	UsedLikeNew	SELLABLE	0
AAA_d2bb8c0a-5b96-4004-9253-6	X001LJVCV1	0865478007	UsedLikeNew	SELLABLE	0
AAA_d32d1023-9186-4744-9cbb-4	X001LLH925	0916856771	UsedLikeNew	SELLABLE	0
AAA_d2b324d3-9e4a-4895-aa87-6	X001LMG9BV	0691165165	UsedLikeNew	SELLABLE	0
AAA_d3da697f-680d-474d-af97-2	X001LL6EGR	0896895696	UsedLikeNew	SELLABLE	0
AAA_d2ae694c-79e9-405e-8d0f-e	X001LM28MZ	0440506581	UsedLikeNew	SELLABLE	0
AAA_d2e750bf-fef1-436a-99a6-8	X001LLV50H	1118862155	UsedLikeNew	SELLABLE	0
AAA_d3f2db42-96ac-4378-a3f4-8	X001LKH2ZZ	149272713X	UsedLikeNew	SELLABLE	0
AAA_d45ba5e2-c342-4de0-a692-3	X001LM4GN9	1853159336	UsedLikeNew	SELLABLE	0
AAA_d3136fb0-a0fe-4161-b525-e	X001LMW9AV	0871544776	UsedLikeNew	SELLABLE	0
AAA_d37e2110-e53e-4979-b2b0-6	X001LLGUVB	0984282505	UsedLikeNew	SELLABLE	0
AAA_d3d7e9da-91fe-4a74-aa77-9	X001LK2MQ9	1444331272	UsedLikeNew	SELLABLE	0
AAA_d2f197be-dc11-4023-a929-9	X001LKY9UV	0030369436	UsedLikeNew	SELLABLE	0
AAA_d453e771-dd70-467d-9f42-0	X001LL5AD5	0807749737	UsedLikeNew	SELLABLE	0
AAA_d40b0060-41c1-4c68-a6f8-7	X001LK32YF	1483318796	UsedLikeNew	SELLABLE	0
AAA_d44e6b5e-bb87-45a7-9ba0-f	X001LN1IN9	1617313718	UsedLikeNew	SELLABLE	0
AAA_d3d02657-4f12-4789-a70d-b	X001LNGILV	0190260459	UsedLikeNew	SELLABLE	0
AAA_d300a974-1bc0-4ee7-92c1-c	X001LKCQBP	0393924041	UsedLikeNew	SELLABLE	0
AAA_d343dd96-fe82-4b4c-b962-2	X001LM1HGN	1569761388	UsedLikeNew	SELLABLE	0
AAA_d33dfd2c-5298-4279-a713-8	X001LMR4ND	1582554013	UsedLikeNew	SELLABLE	0
AAA_d3bb8ff8-fc0b-414c-90f0-a	X001LLFO1D	0486450406	UsedLikeNew	SELLABLE	0
AAA_d389ed5d-ea84-4633-b3c2-5	X001LL2NKN	0979716705	UsedLikeNew	SELLABLE	0
AAA_d2a0a0cc-8a50-4116-8d66-4	X001LNGJER	1319064868	UsedLikeNew	SELLABLE	0
AAA_d37e3f27-b692-48f6-960f-9	X001LL9OYB	1604271329	UsedLikeNew	SELLABLE	0
AAA_d2c856e4-3bbb-4533-abc1-5	X001LNW5FT	0393088812	UsedLikeNew	SELLABLE	0
AAA_d2e4841b-a258-44c3-ad45-9	X001LMOLNT	1593455682	UsedLikeNew	SELLABLE	0
AAA_d45c96e4-c49d-43c6-a8e9-f	X001LN2L03	0195324854	UsedLikeNew	SELLABLE	0
AAA_d2ad648e-3eb7-4001-aca8-9	X001LLN2HV	0262034220	UsedLikeNew	SELLABLE	0
AAA_d3c6b97e-e477-4460-802c-9	X001LKVF5N	080203778X	UsedLikeNew	SELLABLE	0
AAA_d4593b6f-de1b-4a29-921c-2	X001LMC64Z	0076028968	UsedLikeNew	SELLABLE	0
AAA_d40a3de0-d184-408f-805c-7	X001LK9ZSR	0521545420	UsedLikeNew	SELLABLE	0
AAA_d3bd581a-d0bb-4287-8c95-a	X001LLEIJR	1508814775	UsedLikeNew	SELLABLE	0
AAA_d41ea28e-7445-456c-8601-1	X001LM0JML	0415915880	UsedLikeNew	SELLABLE	0
AAA_d2dc05f0-6bdf-42fd-bd11-b	X001LMV2VD	1285176219	UsedLikeNew	SELLABLE	0
AAA_d3eb42fe-277b-48e4-a95d-c	X001LM2TBZ	0073301132	UsedLikeNew	SELLABLE	0
AAA_d46b647a-b2b2-48c0-a9a5-7	X001LM4981	1580959636	UsedLikeNew	SELLABLE	0
AAA_d2a648d7-57da-4cd9-9a06-5	X001LMM569	0230362230	UsedLikeNew	SELLABLE	0
AAA_d3d93611-272f-4748-afbe-8	X001LLQHKZ	0874872758	UsedLikeNew	SELLABLE	0
AAA_d3533cf2-218b-46a4-be12-2	X001LLVNA9	0805988688	UsedLikeNew	SELLABLE	0
AAA_d3550b8e-8053-49d8-bdbd-c	X001LM6CNL	0521521106	UsedLikeNew	SELLABLE	0
AAA_d31de7c6-ee37-4b51-a075-3	X001LM3H0H	1932907629	UsedLikeNew	SELLABLE	0
AAA_d40d64f5-76f7-4f97-9129-2	X001LMJN73	0131195026	UsedLikeNew	SELLABLE	0
AAA_d4298d34-6593-4118-8bfc-e	X001LK8SUX	0691163502	UsedLikeNew	SELLABLE	0
AAA_d2f19245-246a-4b0a-b0b0-1	X001LLQHJL	0545087449	UsedLikeNew	SELLABLE	0
AAA_d3bb7133-e130-465c-b950-7	X001LL77MR	1118311809	UsedLikeNew	SELLABLE	0
AAA_d305edaf-8c59-4ab5-b9e2-0	X001LLVO17	1930429010	UsedLikeNew	SELLABLE	0
AAA_d3220fbf-7d2d-4017-af69-b	X001LLA37N	1565770218	UsedLikeNew	SELLABLE	0
AAA_d3246d02-5a00-487e-947c-f	X001LLZVT3	0156013975	UsedLikeNew	SELLABLE	0
AAA_d41cb5d8-6480-4b75-b570-1	X001LLXBS1	0393961478	UsedLikeNew	SELLABLE	0
AAA_d442989b-d950-4b16-88da-7	X001LLZAJJ	0198390076	UsedLikeNew	SELLABLE	0
AAA_d3ccf07e-70cc-409a-9763-2	X001LLFY2R	0684827484	UsedLikeNew	SELLABLE	0
AAA_d36ea7dc-860f-42d4-b9c6-2	X001LLJB9T	0071798862	UsedLikeNew	SELLABLE	0
AAA_d3845062-a9ac-4a73-b572-a	X001LL2YQ1	0415933676	UsedLikeNew	SELLABLE	0
AAA_d3c38a93-827f-4fcb-98ea-0	X001LLWYA7	0131534483	UsedLikeNew	SELLABLE	0
AAA_d3bd7ca4-1476-47a4-bcd8-b	X001LL53DH	0945196199	UsedLikeNew	SELLABLE	0
AAA_d3825b36-2b70-467a-ae42-d	X001LL3447	3836549980	UsedLikeNew	SELLABLE	0
AAA_d2e2a3a7-39f2-4350-950b-8	X001LLX6YZ	1138122947	UsedLikeNew	SELLABLE	0
AAA_d453e836-77f8-4b83-8700-8	X001LJX7TL	0201157675	UsedLikeNew	SELLABLE	0
AAA_d3c4beb0-8797-4d42-9137-9	X001LMEB4N	1483316726	UsedLikeNew	SELLABLE	0
AAA_d2bf3421-b503-45a1-b2d9-4	X001LM9A71	1573922404	UsedLikeNew	SELLABLE	0
AAA_d3221422-9864-4945-8bb6-1	X001LMLGK5	0312083505	UsedLikeNew	SELLABLE	0
AAA_d3991a06-406d-4e37-9b48-8	X001LMB0C9	0072969741	UsedLikeNew	SELLABLE	0
AAA_d3e71f8f-3dd4-43ca-8184-7	X001LM8RLB	0205790771	UsedLikeNew	SELLABLE	0
AAA_d39e9bc2-47f0-47d5-bb87-b	X001LLYHBB	0300000340	UsedLikeNew	SELLABLE	0
AAA_d2ffd73e-3b7d-4804-9eae-8	X001LLC4U7	0486432610	UsedLikeNew	SELLABLE	0
AAA_d5efac9c-b39a-496b-93d2-e	X001LLWJ1V	0199555427	UsedLikeNew	SELLABLE	0
AAA_d475fb84-4caa-4921-8cae-3	X001LMT8DH	0671528009	UsedLikeNew	SELLABLE	0
AAA_d47f3bdd-460c-47c8-9d07-e	X001LMZ5UH	0500239339	UsedLikeNew	SELLABLE	0
AAA_d588a783-d373-47c6-98a2-e	X001LMC505	0764352954	UsedLikeNew	SELLABLE	0
AAA_d4cc219b-1873-46f8-8287-5	X001LMFJA3	0078778042	UsedLikeNew	SELLABLE	0
AAA_d55524d4-4437-4bf8-a860-f	X001LLNH17	0486638960	UsedLikeNew	SELLABLE	0
AAA_d5615f5b-7a2a-4b0f-914c-7	X001LMM1L3	160978880X	UsedLikeNew	SELLABLE	0
AAA_d57d10da-8313-4557-bb99-4	X001LL9JJL	1438073690	UsedLikeNew	SELLABLE	0
AAA_d5415fd9-b8ee-4e98-a54f-9	X001LJWWCJ	1250067146	UsedLikeNew	SELLABLE	0
AAA_d563ecf7-524c-4465-be1e-3	X001LLWJ2P	1416031154	UsedLikeNew	SELLABLE	0
AAA_d4f8e3b8-48ce-4fb2-9b25-b	X001LK51J9	1482660067	UsedLikeNew	SELLABLE	0
AAA_d5758002-91b8-4063-973e-9	X001LMY729	1545176582	UsedLikeNew	SELLABLE	0
AAA_d5622793-490d-4b5c-be65-9	X001LKN8VR	0073525928	UsedLikeNew	SELLABLE	0
AAA_d5c611ea-d612-4682-a41f-3	X001LKKAYF	0323088341	UsedLikeNew	SELLABLE	0
AAA_d5ca8fff-e009-49f1-80cc-9	X001LLT34H	0132658216	UsedLikeNew	SELLABLE	0
AAA_d48d9a1a-99dc-4c4c-b714-a	X001LMEMZ1	091122629X	UsedLikeNew	SELLABLE	0
AAA_d56f9cc6-7a4e-47f4-a877-0	X001LLJ6RL	1451184093	UsedLikeNew	SELLABLE	0
AAA_d5c3f004-c045-410b-b4ef-5	X001LKYE6P	1577667689	UsedLikeNew	SELLABLE	0
AAA_d57ea7eb-6aac-47e0-a4d6-6	X001LLZWJH	1941759181	UsedLikeNew	SELLABLE	0
AAA_d5b3db5a-5ace-47d1-b631-7	X001LK13RX	1483388794	UsedLikeNew	SELLABLE	0
AAA_d53ce885-fba7-4679-acd5-d	X001LK4YLP	0674106539	UsedLikeNew	SELLABLE	0
AAA_d57a8cc3-91b0-4c11-bf1e-9	X001LLIFTV	0399162151	UsedLikeNew	SELLABLE	0
AAA_d5dfc305-03fc-405a-8854-3	X001LJWHWT	1557344000	UsedLikeNew	SELLABLE	0
AAA_d5ab3d60-a96f-43ad-8681-b	X001LM1EUH	0941355195	UsedLikeNew	SELLABLE	0
AAA_d54cc1b2-8f1a-45ea-81b3-3	X001LM43HN	142093421X	UsedLikeNew	SELLABLE	0
AAA_d5b27a2a-eae0-4dbb-b2f8-1	X001LK3B1T	0131497561	UsedLikeNew	SELLABLE	0
AAA_d5d158e7-9ada-47be-b6b1-4	X001LMB12D	0205458386	UsedLikeNew	SELLABLE	0
AAA_d48408a4-55e5-4237-bf3d-e	X001LKS5QP	0231138032	UsedLikeNew	SELLABLE	0
AAA_d4c7a123-dd6f-4aaa-bbb2-8	X001LMLRNL	0822225115	UsedLikeNew	SELLABLE	0
AAA_d5b1e1c3-e0fc-46d7-a73d-5	X001LKN6OL	0321989732	UsedLikeNew	SELLABLE	0
AAA_d483974e-67d8-4a65-8903-6	X001LLL5GV	0328146277	UsedLikeNew	SELLABLE	0
AAA_d58fd79f-6c82-4914-a74d-a	X001LLGTSP	0470620854	UsedLikeNew	SELLABLE	0
AAA_d5804c2e-11cc-4115-b3a4-a	X001LMEHVP	0387003304	UsedLikeNew	SELLABLE	0
AAA_d4f62413-fc63-49f9-9196-5	X001LLIOKL	1630945749	UsedLikeNew	SELLABLE	0
AAA_d4af1b81-3161-4e7d-94e7-c	X001LMALAL	1440333475	UsedLikeNew	SELLABLE	0
AAA_d5a0ea4a-fc76-4da0-9158-c	X001LL7RWH	1492388769	UsedLikeNew	SELLABLE	0
AAA_d4b463e1-c927-4df5-a107-3	X001LLYTFF	0573606145	UsedLikeNew	SELLABLE	0
AAA_d55565b1-e770-4a38-8906-f	X001LNWTR3	1138807354	UsedLikeNew	SELLABLE	0
AAA_d48ac6a7-caf5-4127-b505-a	X001LJVUYF	1591432650	UsedLikeNew	SELLABLE	0
AAA_d5924258-abf5-4dad-a234-4	X001LMS8M9	0393936880	UsedLikeNew	SELLABLE	0
AAA_d49cca3f-43c0-4299-8762-6	X001LMKLUB	1941759130	UsedLikeNew	SELLABLE	0
AAA_d5d49f2c-f64a-4546-81ef-2	X001LLUA53	0071498826	UsedLikeNew	SELLABLE	0
AAA_d4e7c84f-33e9-4154-ac44-d	X001LNYLU1	019954090X	UsedLikeNew	SELLABLE	0
AAA_d5247b25-3e0f-4c9b-a299-2	X001LMJG4X	1581108478	UsedLikeNew	SELLABLE	0
AAA_d4d909b5-d555-4440-8fd8-c	X001LMNZVD	019536984X	UsedLikeNew	SELLABLE	0
AAA_d4b66cf1-f3e2-4e20-becf-f	X001LM12V3	0804124949	UsedLikeNew	SELLABLE	0
AAA_d574968b-9e3f-4ea6-b3d3-d	X001LMPCKF	0137155476	UsedLikeNew	SELLABLE	0
AAA_d5b5b25c-53c7-4e83-9b1f-f	X001LN1IOD	1591145198	UsedLikeNew	SELLABLE	0
AAA_d4eca731-8156-4094-8257-4	X001LL1PMZ	1582121672	UsedLikeNew	SELLABLE	0
AAA_d4ee9672-b3e8-4c11-9122-6	X001LL0PPD	0132942380	UsedLikeNew	SELLABLE	0
AAA_d4c56f3e-7f16-434c-9db8-c	X001LM51XD	0917298500	UsedLikeNew	SELLABLE	0
AAA_d57c8702-3370-4cec-8f4f-4	X001LLG3SB	142242216X	UsedLikeNew	SELLABLE	0
AAA_d53a385f-917a-4cfd-82fb-3	X001LM96MZ	1442238828	UsedLikeNew	SELLABLE	0
AAA_d5a5ed7f-65be-43fa-9978-c	X001LMNGOT	1935089641	UsedLikeNew	SELLABLE	0
AAA_d5ae4745-2d7c-4cef-b18f-e	X001LM0V5B	0071326421	UsedLikeNew	SELLABLE	0
AAA_d49d641a-420d-4cfd-ac46-4	X001LMTP7B	1118824822	UsedLikeNew	SELLABLE	0
AAA_d482e3c1-5b11-4c77-af8c-e	X001LLIQN1	0618370412	UsedLikeNew	SELLABLE	0
AAA_d4d25424-55c2-4ecc-a463-e	X001LL4V5D	0073046078	UsedLikeNew	SELLABLE	0
AAA_d5915ee4-c6b6-47cf-aee7-1	X001LJVCJX	0073126632	UsedLikeNew	SELLABLE	0
AAA_d474015b-6afd-43af-9ec3-0	X001LMMNYD	0387901639	UsedLikeNew	SELLABLE	0
AAA_d4f27a45-35cf-496d-9525-1	X001LME04J	013382960X	UsedLikeNew	SELLABLE	0
AAA_d57c896b-222f-40b9-9ec3-3	X001LM13NZ	0321935780	UsedLikeNew	SELLABLE	0
AAA_d4b25444-a7e2-48d1-9a1f-4	X001LLJ149	1568987900	UsedLikeNew	SELLABLE	0
AAA_d4a489f1-6051-4cf5-99f1-f	X001LODX09	0134314301	UsedLikeNew	SELLABLE	0
AAA_d4fbba27-d708-4353-b637-6	X001LMKNE5	0674990471	UsedLikeNew	SELLABLE	0
AAA_d5954d65-41ef-47e3-bc71-d	X001LLM7EZ	0133511960	UsedLikeNew	SELLABLE	0
AAA_d4d9a094-ede8-4897-9d49-5	X001LLW4BB	0321735293	UsedLikeNew	SELLABLE	0
AAA_d51c695a-cb3c-45d8-ad5f-d	X001LKMHTL	1625231466	UsedLikeNew	SELLABLE	0
AAA_d5a9b55d-f74b-48c7-822b-1	X001LMW8F7	0801880300	UsedLikeNew	SELLABLE	0
AAA_d491aee1-f244-41a6-ad5f-7	X001LLUXX7	0920905064	UsedLikeNew	SELLABLE	0
AAA_d54a4a5c-7f18-47e0-bbc5-4	X001LLMLOV	1603842047	UsedLikeNew	SELLABLE	0
AAA_d5a7503a-36af-4fe7-9f49-a	X001LK8E4X	0684824388	UsedLikeNew	SELLABLE	0
AAA_d50c3bf9-5707-4fc1-b1f4-0	X001LM69BL	0805059644	UsedLikeNew	SELLABLE	0
AAA_d528f0ae-a5ea-4fe9-875b-e	X001LM5PC5	0415817110	UsedLikeNew	SELLABLE	0
AAA_d4f197c6-1205-4905-b574-e	X001LMBGRN	0521665167	UsedLikeNew	SELLABLE	0
AAA_d591a085-2a66-4898-90f1-b	X001LM826L	0939798212	UsedLikeNew	SELLABLE	0
AAA_d508bb52-aa87-4fd5-8c3e-6	X001LMJMVZ	0198707649	UsedLikeNew	SELLABLE	0
AAA_d4ee9327-860b-4547-8f50-8	X001LJUEBZ	1259730956	UsedLikeNew	SELLABLE	0
AAA_d4ba2452-3f3a-49d4-a0fb-9	X001LMPM37	0199751811	UsedLikeNew	SELLABLE	0
AAA_d574ba74-efda-470b-810e-2	X001LK2N4P	0761927425	UsedLikeNew	SELLABLE	0
AAA_d5cd9b84-a067-4e94-a3e2-4	X001LOIU4D	041588022X	UsedLikeNew	SELLABLE	0
